"id","titulo_projeto","motor","categorias"
"CNPQ-157063/2021-6","Desenvolvimento de protótipo para a avaliação da capacidade de troca térmica de nanofluidos à base de nanopartículas de óxido de ferro em misturas água","Desenvolvimento de prototipo para a avaliacao da capacidade de troca termica de nanofluidos a base de nanoparticulas de oxido de ferro em misturas agua Quimica Quimica Analitica","3.1"
"CNPQ-157157/2021-0","Aproveitamento energético de resíduos sólidos em processos de conversão térmica","Aproveitamento energetico de residuos solidos em processos de conversao termica Engenharia de Energia Fontes Renovaveis de Energia","3.1"
"CNPQ-157197/2020-4","AVALIAÇÃO DE RESISTÊNCIA A PERCEVEJO-MARROM (Euschistus heros) EM VARIEDADES DE SOJA (Glycine max) RECOMENDADAS PARA O CERRADO","AVALIACAO DE RESISTENCIA A PERCEVEJO-MARROM (Euschistus heros) EM VARIEDADES DE SOJA (Glycine max) RECOMENDADAS PARA O CERRADO Agronomia Entomologia Agricola","1.3"
"CNPQ-157250/2022-9","Os impactos técnico-econômicos do Programa Brasileiro de Etiquetagem: uma análise evolutiva da eficiência energética dos produtos etiquetados no Brasil","Os impactos tecnico-economicos do Programa Brasileiro de Etiquetagem: uma analise evolutiva da eficiencia energetica dos produtos etiquetados no Brasil Engenharia de Producao Pesquisa Operacional","1.9"
"CNPQ-157334/2022-8","ANÁLISE E DESENVOLVIMENTO DE METODOLOGIAS E FERRAMENTAS PARA REDUZIR AS TAXAS DE EVASÃO E RETENÇÃO E AUMENTO DE ALUNOS NOS","ANALISE E DESENVOLVIMENTO DE METODOLOGIAS E FERRAMENTAS PARA REDUZIR AS TAXAS DE EVASAO E RETENCAO E AUMENTO DE ALUNOS NOS  Fisica Instrumentacao Especifica de Uso Geral em Fisica","1.3"
"CNPQ-157340/2020-1","OBRAS DE ARTE ESQUECIDAS: REVISITANDO O PATRIMÔNIO DE EDIFÍCIOS MODERNISTAS EM PORTO ALEGRE/ FORGOTTEN MASTERPIECES: REVISITING","OBRAS DE ARTE ESQUECIDAS: REVISITANDO O PATRIMONIO DE EDIFICIOS MODERNISTAS EM PORTO ALEGRE/ FORGOTTEN MASTERPIECES: REVISITING Divulgacao Cientifica Divulgacao Cientifica","1.3"
"CNPQ-157453/2021-9","Ligas de Pd-Ag suportadas em carbono modificado com nanofolhas de Ni(OH)2 como catalisadores ativos e estáveis para a reação de oxidação de ácido fórmico","Ligas de Pd-Ag suportadas em carbono modificado com nanofolhas de Ni(OH)2 como catalisadores ativos e estaveis para a reacao de oxidacao de acido formico Quimica Fisico-Quimica","2.1"
"CNPQ-157491/2021-8","Aplicação da fotocatálise heterogênea na remoção de microalgas, cianotoxinas e cianobactérias de águas eutrofizadas dos lagos bolonha e água preta","Aplicacao da fotocatalise heterogenea na remocao de microalgas, cianotoxinas e cianobacterias de aguas eutrofizadas dos lagos bolonha e agua preta Engenharia Sanitaria Tratamento de Aguas de Abastecimento e Residuarias","2.1"
"CNPQ-157549/2020-8","EFEITO DE TRATAMENTOS DIETÉTICOS NO CONTROLE METABÓLICO EM DIABETES MELLITUS TIPO 1: REVISÃO SISTEMÁTICA COM METAANÁLISE","EFEITO DE TRATAMENTOS DIETETICOS NO CONTROLE METABOLICO EM DIABETES MELLITUS TIPO 1: REVISAO SISTEMATICA COM METAANALISE Divulgacao Cientifica Divulgacao Cientifica","1.3"
"CNPQ-157556/2022-0","O uso da fluidodinâmica computacional para análise de escoamentos turbulentos","O uso da fluidodinamica computacional para analise de escoamentos turbulentos Engenharia Mecanica Mecanica dos Fluidos","2.1"
"CNPQ-157753/2021-2","A POPULAÇÃO TRAVESTI E TRANSEXUAL: UMA POPULAÇÃO-CHAVE PARA SUS, VISANDO MEDIDAS DE PREVENÇÃO DE INFECÇÕES SEXUALMENTE","A POPULACAO TRAVESTI E TRANSEXUAL: UMA POPULACAO-CHAVE PARA SUS, VISANDO MEDIDAS DE PREVENCAO DE INFECCOES SEXUALMENTE  Microbiologia Microbiologia Medica","1.3"
"CNPQ-157753/2021-2","A POPULAÇÃO TRAVESTI E TRANSEXUAL: UMA POPULAÇÃO-CHAVE PARA SUS, VISANDO MEDIDAS DE PREVENÇÃO DE INFECÇÕES SEXUALMENTE","A POPULACAO TRAVESTI E TRANSEXUAL: UMA POPULACAO-CHAVE PARA SUS, VISANDO MEDIDAS DE PREVENCAO DE INFECCOES SEXUALMENTE Microbiologia Microbiologia Medica","1.3"
"CNPQ-157776/2021-2","Construção de diagramas de fase para sistemas etanólicos bifásicos formados por líquidos iônicos e polímeros ou polímeros em bloco para particicionamento","Construcao de diagramas de fase para sistemas etanolicos bifasicos formados por liquidos ionicos e polimeros ou polimeros em bloco para particicionamento  Engenharia Quimica Operacoes Industriais e Equipamentos para Engenharia Quimica","3.4"
"CNPQ-157776/2021-2","Construção de diagramas de fase para sistemas etanólicos bifásicos formados por líquidos iônicos e polímeros ou polímeros em bloco para particicionamento","Construcao de diagramas de fase para sistemas etanolicos bifasicos formados por liquidos ionicos e polimeros ou polimeros em bloco para particicionamento Engenharia Quimica Operacoes Industriais e Equipamentos para Engenharia Quimica","3.4"
"CNPQ-157788/2022-9","Caracterização de biomassas do estado do Ceará e região Nordeste como oportunidade para o desenvolvimento de bioprodutos","Caracterizacao de biomassas do estado do Ceara e regiao Nordeste como oportunidade para o desenvolvimento de bioprodutos Engenharia de Producao Engenharia do Produto","3.4"
"CNPQ-157847/2022-5","Diversidade e flutuação populacional de joaninhas (Coleoptera: Coccinellidae) e pulgões (Hemiptera: Aphididae) em sorgo forrageiro em Ribeirão Preto, SP","Diversidade e flutuacao populacional de joaninhas (Coleoptera: Coccinellidae) e pulgoes (Hemiptera: Aphididae) em sorgo forrageiro em Ribeirao Preto, SP Agronomia Entomologia Agricola","2.1"
"CNPQ-158024/2021-4","ESTUDO DE TECNOLOGIAS DE SUPORTE PARA A CRIAÇÃO  DE UM REPOSITÓRIO DE REVISÕES SISTEMÁTICAS DA LITERATURA EM ENGENHARIA DE SOFTWARE","ESTUDO DE TECNOLOGIAS DE SUPORTE PARA A CRIACAO  DE UM REPOSITORIO DE REVISOES SISTEMATICAS DA LITERATURA EM ENGENHARIA DE SOFTWARE Ciencia da Computacao Engenharia de Software","1.3"
"CNPQ-158184/2022-0","Física do plasma para distribuições fractais de cargas e correntes elétricas.","Fisica do plasma para distribuicoes fractais de cargas e correntes eletricas.  Fisica Fisica Geral","2.1"
"CNPQ-158355/2022-9","Desenvolvimento de materiais cimentícios empregando a escória provenientes da reciclagem de baterias como agregado","Desenvolvimento de materiais cimenticios empregando a escoria provenientes da reciclagem de baterias como agregado Engenharia Civil Construcao Civil","6.3"
"CNPQ-158412/2022-2","QUALIDADE DA GASOLINA EM POSTOS REVENDEDORES DE MANAUS","QUALIDADE DA GASOLINA EM POSTOS REVENDEDORES DE MANAUS Areas Tecnologicas de Fisica e Matematica Areas Tecnologicas de Fisica e Matematica","1.3"
"CNPQ-158539/2022-2","LEVANTAMENTO FLORÍSTICO, FITOSSOCIOLÓGICO, FENOLÓGICO DE ESPÉCIES ARBÓREAS, EPÍFITAS E DE TREPADEIRAS NO PARQUE NATURAL MUNICIPAL DE","LEVANTAMENTO FLORISTICO, FITOSSOCIOLOGICO, FENOLOGICO DE ESPECIES ARBOREAS, EPIFITAS E DE TREPADEIRAS NO PARQUE NATURAL MUNICIPAL DE  Biodiversidade e Recursos Naturais Biodiversidade e Recursos Naturais","1.3"
"CNPQ-158737/2022-9","QUALIDADE E SEGURANÇA DO TRABALHO: ANALISANDO AS LIMITAÇÕES E POTENCIALIDADES ATRAVÉS DE UMA REVISÃO DE ESCOPO","QUALIDADE E SEGURANCA DO TRABALHO: ANALISANDO AS LIMITACOES E POTENCIALIDADES ATRAVES DE UMA REVISAO DE ESCOPO  Engenharia de Producao Pesquisa Operacional","1.3"
"CNPQ-158801/2022-9","Design computacional e impressão de eletrodos porosos para a confecção de gerador de hidrogênio do tipo membraneless.","Design computacional e impressao de eletrodos porosos para a confeccao de gerador de hidrogenio do tipo membraneless. Energia Energia","5.1"
"CNPQ-158822/2021-8","Efeito crônico de 50% da CL50 da fração solúvel de hidrocarbonetos policíclicos aromáticos do petróleo (HPAs) sobre o microcrustáceo Mysidopsis juniae (Silva,","Efeito cronico de 50% da CL50 da fracao soluvel de hidrocarbonetos policiclicos aromaticos do petroleo (HPAs) sobre o microcrustaceo Mysidopsis juniae (Silva, Biologia Geral Biologia Geral","2.1"
"CNPQ-158822/2021-8","Efeito crônico de 50% da CL50 da fração solúvel de hidrocarbonetos policíclicos aromáticos do petróleo (HPAs) sobre o microcrustáceo Mysidopsis juniae (Silva,","Efeito cronico de 50% da CL50 da fracao soluvel de hidrocarbonetos policiclicos aromaticos do petroleo (HPAs) sobre o microcrustaceo Mysidopsis juniae (Silva,  Biologia Geral Biologia Geral","2.1"
"CNPQ-158979/2022-2","Extração enzimática do óleo da semente de patauá (Oenocarpus bataua).","Extracao enzimatica do oleo da semente de pataua (Oenocarpus bataua). Biotecnologia Biotecnologia","2.1"
"CNPQ-159002/2022-2","Aproveitamento de subprodutos de mineração e biomassas sem valor agregado na produção de catalisadores ou suportes catalíticos para aplicados em reações","Aproveitamento de subprodutos de mineracao e biomassas sem valor agregado na producao de catalisadores ou suportes cataliticos para aplicados em reacoes  Quimica Cinetica Quimica e Catalise","3.4"
"CNPQ-159014/2022-0","""LEVANTAMENTO BOTÂNICO E FORMAS DE UTILIZAÇÃO DE ESPÉCIES MEDICINAIS NO BAIRRO DO CURUÇAMBA, MUNICÍPIO DE ANANINDEUA  (PA).""","""LEVANTAMENTO BOTANICO E FORMAS DE UTILIZACAO DE ESPECIES MEDICINAIS NO BAIRRO DO CURUCAMBA, MUNICIPIO DE ANANINDEUA  (PA)."" Biodiversidade e Recursos Naturais Biodiversidade e Recursos Naturais","1.3"
"CNPQ-159062/2020-9","Estudo do tratamento térmico de ligas NITI","Estudo do tratamento termico de ligas NITI Engenharia de Materiais e Metalurgica Metalurgia Fisica","2.1"
"CNPQ-159262/2022-4","LEVANTAMENTO DE MACROFUNGOS NA ÁREA DE RELEVANTE INTERESSE ECOLÓGICO (ARIE) DE SANTA HELENA, PR","LEVANTAMENTO DE MACROFUNGOS NA AREA DE RELEVANTE INTERESSE ECOLOGICO (ARIE) DE SANTA HELENA, PR Ciencias Ambientais Ciencias Ambientais","1.3"
"CNPQ-159410/2022-3","Desenvolvimento de fotômetros com utilização de LED-RGB","Desenvolvimento de fotometros com utilizacao de LED-RGB Quimica Fisico-Quimica","1.2"
"CNPQ-159759/2021-8","Avaliação geoquímica molecular de petróleos brasileiros aplicada em estudos","Avaliacao geoquimica molecular de petroleos brasileiros aplicada em estudos Quimica Quimica Organica","2.1"
"CNPQ-159945/2021-6","Processos de conversão, conservação e desenvolvimento de sistemas energéticos sustentáveis envolvendo biomassa","Processos de conversao, conservacao e desenvolvimento de sistemas energeticos sustentaveis envolvendo biomassa Engenharia Sanitaria Tratamento de Aguas de Abastecimento e Residuarias","3.4"
"CNPQ-159946/2021-2","Processos de conversão, conservação e desenvolvimento de sistemas energéticos sustentáveis envolvendo biomassa","Processos de conversao, conservacao e desenvolvimento de sistemas energeticos sustentaveis envolvendo biomassa Engenharia Sanitaria Tratamento de Aguas de Abastecimento e Residuarias","3.4"
"CNPQ-160122/2021-0","OTIMIZAÇÃO DE SISTEMAS MICROGRID COM USO DE METAHEURÍSTICAS EVOLUTIVAS","OTIMIZACAO DE SISTEMAS MICROGRID COM USO DE METAHEURISTICAS EVOLUTIVAS Ciencia da Computacao Sistemas de Computacao","1.3"
"CNPQ-160205/2022-0","Desenvolvimento dos conceitos de Automação Residencial (Domótica) com o uso do kit de robótica Lego MindStorms EV3","Desenvolvimento dos conceitos de Automacao Residencial (Domotica) com o uso do kit de robotica Lego MindStorms EV3 Engenharia Civil Construcao Civil","1.3"
"CNPQ-160256/2021-6","Estudo de alternativas tecnológicas apropriadas na redução dos impactos ambientais, na melhoria da mobilidade urbana, das construções seguras na busca","Estudo de alternativas tecnologicas apropriadas na reducao dos impactos ambientais, na melhoria da mobilidade urbana, das construcoes seguras na busca Engenharia Civil Construcao Civil","1.3"
"CNPQ-160256/2021-6","Estudo de alternativas tecnológicas apropriadas na redução dos impactos ambientais, na melhoria da mobilidade urbana, das construções seguras na busca","Estudo de alternativas tecnologicas apropriadas na reducao dos impactos ambientais, na melhoria da mobilidade urbana, das construcoes seguras na busca  Engenharia Civil Construcao Civil","1.3"
"CNPQ-160257/2021-2","Estudo de alternativas tecnológicas na redução dos impactos ambientais, na melhoria da mobilidade urbana, das construções sustentáveis, de modo a","Estudo de alternativas tecnologicas na reducao dos impactos ambientais, na melhoria da mobilidade urbana, das construcoes sustentaveis, de modo a  Engenharia Civil Construcao Civil","1.3"
"CNPQ-160257/2021-2","Estudo de alternativas tecnológicas na redução dos impactos ambientais, na melhoria da mobilidade urbana, das construções sustentáveis, de modo a","Estudo de alternativas tecnologicas na reducao dos impactos ambientais, na melhoria da mobilidade urbana, das construcoes sustentaveis, de modo a Engenharia Civil Construcao Civil","1.3"
"CNPQ-160305/2020-9","FORMAÇÃO DE DOUTORES EM ENGENHARIA ELÉTRICA NAS ÁREAS DE SAÚDE E ENERGIA","FORMACAO DE DOUTORES EM ENGENHARIA ELETRICA NAS AREAS DE SAUDE E ENERGIA Engenharia Eletrica Materiais e Componentes Semicondutores","6.2"
"CNPQ-160385/2022-9","Estudo do crescimento de filmes de DLC dopados com boro em sistemas  PECVD pulsado","Estudo do crescimento de filmes de DLC dopados com boro em sistemas  PECVD pulsado Fisica Fisica dos Fluidos, Fisica de Plasmas e Descargas Eletricas","2.1"
"CNPQ-160394/2021-0","INFLUÊNCIA DOS PARÂMENTROS URBANOS NA EVOLUÇÃO DE ANOMALIAS TÉRMICAS EM CUIABÁ/MT","INFLUENCIA DOS PARAMENTROS URBANOS NA EVOLUCAO DE ANOMALIAS TERMICAS EM CUIABA/MT Arquitetura e Urbanismo Planejamento e Projeto do Espaco Urbano","1.3"
"CNPQ-160460/2022-0","Desenvolvimento de redes neurais artificiais para aplicação de técnicas nucleares na industria de petróleo","Desenvolvimento de redes neurais artificiais para aplicacao de tecnicas nucleares na industria de petroleo Engenharia Nuclear Aplicacoes de Radioisotopos","2.1"
"CNPQ-160598/2019-2","UTILIZAÇÃO DO SISTEMA CRISPR-Cas9 MULTIPLEX PARA REVERSÃO DE RESISTÊNCIA A ANTIMICROBIANOS EM ACINETOBACTER BAUMANNII","UTILIZACAO DO SISTEMA CRISPR-Cas9 MULTIPLEX PARA REVERSAO DE RESISTENCIA A ANTIMICROBIANOS EM ACINETOBACTER BAUMANNII Microbiologia Microbiologia Medica","1.3"
"CNPQ-160683/2020-3","PRODUÇÃO DE ANTISSÉPTICOS APLICADO À PREVENÇÃO DE DOENÇAS INFECTO CONTAGIOSAS E O ENSINO DE QUÍMICA","PRODUCAO DE ANTISSEPTICOS APLICADO A PREVENCAO DE DOENCAS INFECTO CONTAGIOSAS E O ENSINO DE QUIMICA Microbiologia Microbiologia Medica","1.3"
"CNPQ-160707/2022-6","IMPLEMENTAÇÃO DE UM EVAPORADOR PARA A CONCENTRAÇÃO DE SODA CAÚSTICA EM UMA INDÚSTRIA QUÍMICA NA CIDADE DE SÃO LUÍS - MA","IMPLEMENTACAO DE UM EVAPORADOR PARA A CONCENTRACAO DE SODA CAUSTICA EM UMA INDUSTRIA QUIMICA NA CIDADE DE SAO LUIS - MA Engenharia Quimica Reatores Quimicos","1.3"
"CNPQ-160716/2022-5","Potencial de Produção de Biogás a partir de Resíduos Agropecuários na região Noroeste Fluminense","Potencial de Producao de Biogas a partir de Residuos Agropecuarios na regiao Noroeste Fluminense Energia Energia","2.1"
"CNPQ-161081/2019-3","Tratamento de água produzida de petróleo por fico e micorremediação e/ou simbiose (liquens artificiais) visando reinjeção nos poços e/ou irrigação de","Tratamento de agua produzida de petroleo por fico e micorremediacao e/ou simbiose (liquens artificiais) visando reinjecao nos pocos e/ou irrigacao de Engenharia Quimica Processos Bioquimicos","2.1"
"CNPQ-161081/2019-3","Tratamento de água produzida de petróleo por fico e micorremediação e/ou simbiose (?liquens artificiais?) visando reinjeção nos poços e/ou irrigação de","Tratamento de agua produzida de petroleo por fico e micorremediacao e/ou simbiose (?liquens artificiais?) visando reinjecao nos pocos e/ou irrigacao de  Engenharia Quimica Processos Bioquimicos","2.1"
"CNPQ-161125/2022-0","Estudo, Projeto e Implementação de conversores eletrônicos de potência para aplicação em veículos elétricos.","Estudo, Projeto e Implementacao de conversores eletronicos de potencia para aplicacao em veiculos eletricos. Engenharia Eletrica Eletronica Industrial, Sistemas e Controles Eletronicos","1.3"
"CNPQ-161167/2021-7","Modelagem do regime hidrológico no clima futuro baseada nas soluções da natureza em bacias de clima  tropical e semiárida","Modelagem do regime hidrologico no clima futuro baseada nas solucoes da natureza em bacias de clima  tropical e semiarida Geociencias Meteorologia Aplicada","7.1"
"CNPQ-161193/2022-6","Enchentes em tempos de crise climática: causas, consequências e minimização: experiência da cidade de Franca/SP","Enchentes em tempos de crise climatica: causas, consequencias e minimizacao: experiencia da cidade de Franca/SP Engenharia Civil Pavimentos","7.1"
"CNPQ-161206/2022-0","Métodos escalonaveis para produção de nanocelulose a partir do bagaço de cana-de-açucar","Metodos escalonaveis para producao de nanocelulose a partir do bagaco de cana-de-acucar  Quimica Fisico-Quimica","3.4"
"CNPQ-161295/2020-7","Geocronologia e impactos sobre a concentração de elementos químicos em perfis sedimentares de grandes reservatórios de água","Geocronologia e impactos sobre a concentracao de elementos quimicos em perfis sedimentares de grandes reservatorios de agua Engenharia Nuclear Aplicacoes de Radioisotopos","2.1"
"CNPQ-161310/2020-6","Produção de carvão ativado a partir de resíduos do coco verde para remoção de compostos orgânicos","Producao de carvao ativado a partir de residuos do coco verde para remocao de compostos organicos Quimica Quimica Organica","2.2"
"CNPQ-161342/2022-1","Estudo teórico e experimental de técnicas espectrais com fibra óptica para detecção de vazamento de hidrocarbonetos para o projeto Soft Robots","Estudo teorico e experimental de tecnicas espectrais com fibra optica para deteccao de vazamento de hidrocarbonetos para o projeto Soft Robots Engenharia Eletrica Medidas Eletricas, Magneticas e Eletronicas; Instrumentacao","2.1"
"CNPQ-161390/2022-6","ANÁLISE DA PREVALÊNCIA DE SOBREPESO E OBESIDADE EM GESTANTES DO MUNICÍPIO DE SINOP â?? MT E SUAS CONSEQUENCIAS.","ANALISE DA PREVALENCIA DE SOBREPESO E OBESIDADE EM GESTANTES DO MUNICIPIO DE SINOP a?? MT E SUAS CONSEQUENCIAS. Saude Coletiva Epidemiologia","1.3"
"CNPQ-161408/2020-6","Avaliação da radioatividade natural e caracterização química inorgônica de oleaginosas consumidas em dietas vegetarianas e veganas","Avaliacao da radioatividade natural e caracterizacao quimica inorgonica de oleaginosas consumidas em dietas vegetarianas e veganas Quimica Quimica Inorganica","3.4"
"CNPQ-161497/2022-5","Transferência de tecnologias para adoção da estratégia de integração lavoura-pecuária nas condições edafoclimáticas do Vale do Jequitinhonha","Transferencia de tecnologias para adocao da estrategia de integracao lavoura-pecuaria nas condicoes edafoclimaticas do Vale do Jequitinhonha Tecnologias Agrarias Tecnologias Agrarias","7.1"
"CNPQ-161502/2022-9","Transferência de tecnologias para adoção da estratégia de integração lavoura-pecuária nas condições edafoclimáticas do Vale do Jequitinhonha","Transferencia de tecnologias para adocao da estrategia de integracao lavoura-pecuaria nas condicoes edafoclimaticas do Vale do Jequitinhonha Tecnologias Agrarias Tecnologias Agrarias","7.1"
"CNPQ-161549/2021-7","Mudanças climáticas e distribuição de renda no Brasil","Mudancas climaticas e distribuicao de renda no Brasil Economia Economias Agraria e dos Recursos Naturais","7.1"
"CNPQ-161630/2020-0","Estudos numéricos e experimentais em escoamentos de fluidos não Newtonianos","Estudos numericos e experimentais em escoamentos de fluidos nao Newtonianos Engenharia Mecanica Mecanica dos Fluidos","2.1"
"CNPQ-161637/2021-3","Ligas metálicas a base de Nb-Zr para aplicação aeroespacial: introdução a cálculos de primeiros princípios","Ligas metalicas a base de Nb-Zr para aplicacao aeroespacial: introducao a calculos de primeiros principios Fisica Fisica da Materia Condensada","2.1"
"CNPQ-161763/2022-7","Pragas Quarentenárias: subsídios territoriais para prevenção e contingenciamento no Brasil","Pragas Quarentenarias: subsidios territoriais para prevencao e contingenciamento no Brasil Agronomia Fitopatologia","2.1"
"CNPQ-161809/2021-9","Caracterização e tratamento de NORMs da indústria de petróleo","Caracterizacao e tratamento de NORMs da industria de petroleo  Engenharia Quimica Petroleo e Petroquimica","2.1"
"CNPQ-161809/2021-9","Caracterização e tratamento de NORMs da indústria de petróleo","Caracterizacao e tratamento de NORMs da industria de petroleo Engenharia Quimica Petroleo e Petroquimica","2.1"
"CNPQ-161843/2022-0","CONHECIMENTOS E ATITUDES DE ALUNOS DE GRADUACAO EM ODONTOLOGIA EM RELACAO A ODONTOLOGIA BASEADA EM EVIDENCIAS CIENTIFICAS","CONHECIMENTOS E ATITUDES DE ALUNOS DE GRADUACAO EM ODONTOLOGIA EM RELACAO A ODONTOLOGIA BASEADA EM EVIDENCIAS CIENTIFICAS Saude Coletiva Saude Publica","1.3"
"CNPQ-161858/2022-8","Desenvolvimento de tintas condutoras com Nanopartículas metálicas","Desenvolvimento de tintas condutoras com Nanoparticulas metalicas Engenharia Eletrica Materiais e Componentes Semicondutores","6.2"
"CNPQ-162209/2022-3","Desenvolvimento de membranas poliméricas para aplicação no processo de separação de gases","Desenvolvimento de membranas polimericas para aplicacao no processo de separacao de gases Engenharia Quimica Operacoes Industriais e Equipamentos para Engenharia Quimica","2.1"
"CNPQ-162239/2021-1","Desenvolvimento de metodologia para avaliar a eficiência energética e os erros de forma induzidos pelo torneamento longitudinal do aço AISI 1045 para","Desenvolvimento de metodologia para avaliar a eficiencia energetica e os erros de forma induzidos pelo torneamento longitudinal do aco AISI 1045 para Engenharia Eletrica Eletronica Industrial, Sistemas e Controles Eletronicos","1.9"
"CNPQ-162239/2021-1","Desenvolvimento de metodologia para avaliar a eficiência energética e os erros de forma induzidos pelo torneamento longitudinal do aço AISI 1045 para","Desenvolvimento de metodologia para avaliar a eficiencia energetica e os erros de forma induzidos pelo torneamento longitudinal do aco AISI 1045 para  Engenharia Eletrica Eletronica Industrial, Sistemas e Controles Eletronicos","1.9"
"CNPQ-162555/2021-0","Plantas aromáticas do município de Irituia-Pará: estudo químico e atividade  antioxidante de óleos essenciais de três espécies selecionadas da família","Plantas aromaticas do municipio de Irituia-Para: estudo quimico e atividade  antioxidante de oleos essenciais de tres especies selecionadas da familia  Quimica Quimica dos Produtos Naturais","2.1"
"CNPQ-162555/2021-0","Plantas aromáticas do município de Irituia-Pará: estudo químico e atividade  antioxidante de óleos essenciais de três espécies selecionadas da família","Plantas aromaticas do municipio de Irituia-Para: estudo quimico e atividade  antioxidante de oleos essenciais de tres especies selecionadas da familia Quimica Quimica dos Produtos Naturais","2.1"
"CNPQ-162745/2020-6","Aplicação de Cadeia de Markov para estudos do clima em Inhumas","Aplicacao de Cadeia de Markov para estudos do clima em Inhumas Matematica Matematica Aplicada","7.1"
"CNPQ-162842/2020-1","Desenvolvimento de eletrólitos sólidos cerâmicos para dispositivos de armazenamento de energia","Desenvolvimento de eletrolitos solidos ceramicos para dispositivos de armazenamento de energia Fisica Fisica da Materia Condensada","6.3"
"CNPQ-162886/2020-9","Biorremediação para remoção de óleo cru em derramamentos de petróleo","Biorremediacao para remocao de oleo cru em derramamentos de petroleo Biotecnologia Biotecnologia","2.1"
"CNPQ-162914/2021-0","Desenvolvimento de sistema foto-bioeletroquímico para tratamento de efluente industrial e produção de bioenergia","Desenvolvimento de sistema foto-bioeletroquimico para tratamento de efluente industrial e producao de bioenergia Quimica Estrutura, Conformacao e Estereoquimica","3.4"
"CNPQ-163124/2022-1","Estudo de modelos conceituais e avaliação de resiliência para sistemas urbanos no contexto de impactos climáticos para uso no AdaptaBrsil","Estudo de modelos conceituais e avaliacao de resiliencia para sistemas urbanos no contexto de impactos climaticos para uso no AdaptaBrsil Ciencias Ambientais Ciencias Ambientais","7.1"
"CNPQ-163179/2022-0","Simulação numérica de ondas de impacto geradas por bloco incidindo verticalmente sobre meio líquido","Simulacao numerica de ondas de impacto geradas por bloco incidindo verticalmente sobre meio liquido Engenharia Civil Engenharia Hidraulica","3.3"
"CNPQ-163814/2022-8","AÇÕES DE PROMOÇÃO À SAÚDE E PREVENÇÃO DE ARBOVIROSES TRANSMITIDAS PELO MOSQUITO AEDES AEGYPT NO MUNICÍPIO DE JOÃO PESSOA: ESTUDO","ACOES DE PROMOCAO A SAUDE E PREVENCAO DE ARBOVIROSES TRANSMITIDAS PELO MOSQUITO AEDES AEGYPT NO MUNICIPIO DE JOAO PESSOA: ESTUDO  Saude Coletiva Saude Publica","1.3"
"CNPQ-163819/2020-3","Melhoramento da assimilação de glicerol da levedura oleaginosa Papiliotrema laurentii UFV-1 por evolução adaptativa em laboratório visando a produção de","Melhoramento da assimilacao de glicerol da levedura oleaginosa Papiliotrema laurentii UFV-1 por evolucao adaptativa em laboratorio visando a producao de  Microbiologia Microbiologia Industrial e de Fermentacao","3.4"
"CNPQ-164136/2021-5","Catalisador para produção de biodiesel","Catalisador para producao de biodiesel Quimica Quimica Inorganica","3.4"
"CNPQ-164246/2021-5","Desenvolvimento de novos materiais e soluções inovadoras para questões ligadas a áreas estratégicas: mineração e petróleo-gás","Desenvolvimento de novos materiais e solucoes inovadoras para questoes ligadas a areas estrategicas: mineracao e petroleo-gas Engenharia Civil Geotecnica","2.1"
"CNPQ-164331/2021-2","Apoio aos Programas Institucionais de Bolsas de PIBIC, Mestrado e Doutorado para Fortalecimento Científico do Instituto Evandro Chagas-IEC","Apoio aos Programas Institucionais de Bolsas de PIBIC, Mestrado e Doutorado para Fortalecimento Cientifico do Instituto Evandro Chagas-IEC Microbiologia Virologia","2.1"
"CNPQ-164360/2021-2","Hymenoptera parasitoides em áreas cultivadas e de reserva no semiárido mineiro  Parasitoides de pragas de grandes culturas","Hymenoptera parasitoides em areas cultivadas e de reserva no semiarido mineiro  Parasitoides de pragas de grandes culturas Agronomia Entomologia Agricola","2.1"
"CNPQ-164360/2021-2","Hymenoptera parasitoides em áreas cultivadas e de reserva no semiárido mineiro ? Parasitoides de pragas de grandes culturas","Hymenoptera parasitoides em areas cultivadas e de reserva no semiarido mineiro ? Parasitoides de pragas de grandes culturas Agronomia Entomologia Agricola","2.1"
"CNPQ-164395/2022-9","Produção de hidrocarbonetos renováveis a partir do óleo de microalga","Producao de hidrocarbonetos renovaveis a partir do oleo de microalga Engenharia Quimica Processos Industriais de Engenharia Quimica","2.1"
"CNPQ-164508/2022-8","Estudo da oxidação de etanol comercial sobre eletrodo de platina","Estudo da oxidacao de etanol comercial sobre eletrodo de platina Quimica Fisico-Quimica","3.4"
"CNPQ-164649/2020-4","PALINOLOGIA DA SUCESSÃO NEÓGENA DA PLATAFORMA BRAGANTINA: IMPLICAÇÕES PARA A EVOLUÇÃO DA VEGETAÇÃO DOS MANGUEZAIS DESDE O","PALINOLOGIA DA SUCESSAO NEOGENA DA PLATAFORMA BRAGANTINA: IMPLICACOES PARA A EVOLUCAO DA VEGETACAO DOS MANGUEZAIS DESDE O  Geociencias Paleontologia Estratigrafica","1.3"
"CNPQ-164649/2020-4","PALINOLOGIA DA SUCESSÃO NEÓGENA DA PLATAFORMA BRAGANTINA: IMPLICAÇÕES PARA A EVOLUÇÃO DA VEGETAÇÃO DOS MANGUEZAIS DESDE O","PALINOLOGIA DA SUCESSAO NEOGENA DA PLATAFORMA BRAGANTINA: IMPLICACOES PARA A EVOLUCAO DA VEGETACAO DOS MANGUEZAIS DESDE O Geociencias Paleontologia Estratigrafica","1.3"
